Name;Min;Max;Calories;Gram_Prot;Gram_Fat;Gram_Carb
POTATO CHIPS,PLN,UNSALTED 1 oz;0;17;536;70;346;529
PRETZELS,HARD,PLN,MADE W/UNENR FLR,SALTED 1 oz;0;9;381;91;35;792
PRETZELS,HARD,PLN,MADE W/UNENR FLR,UNSALTED 1 oz;0;1;381;91;35;792
SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED 1 oz;0;7;381;91;35;792
RICE CAKES,BROWN RICE,PLN,UNSALTED 1 cake;0;4;387;82;28;815
RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED 1 cake;0;15;380;90;35;801
RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED 1 cake;0;12;387;85;35;801
RICE CAKES,BROWN RICE,SESAME SD,UNSALTED 1 cake;0;14;392;76;38;815
SESAME STKS,WHEAT-BASED,UNSALTED 1 oz;0;11;541;109;367;465
TRAIL MIX,REG,UNSALTED 1 cup;0;0;462;138;294;449
TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS 1 cup;0;12;484;142;319;449
POTATO CHIPS,WO/SALT,RED FAT 1 oz;0;15;487;71;208;678
TORTILLA CHIPS,LOFAT,UNSALTED 1 oz;0;19;416;110;57;801
FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS 1 serving,  1.2 fl oz pop;0;7;81;0;24;1968
SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR 1 oz;0;19;498;78;256;624
CANDIES,SUGAR-COATED ALMONDS 1 piece;0;16;474;100;1793;6826
COCOA,DRY PDR,HI-FAT OR BRKFST,PLN 1 tbsp;0;16;299;168;2371;483
COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI ;0;12;295;168;2371;454
CANDIES,SOFT FRUIT & NUT SQUARES ;0;17;390;231;952;7381
ICE CREAMS,VANILLA,FAT FREE ;0;9;138;448;0;3006
SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS 1 serving,  1 packet;0;15;331;0;0;8997
FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS 1 serving;0;5;105;36;97;2228
FROZEN NOVELTIES,FAT FREE FUDGESICLE BARS 1 serving,  1 pop;0;14;127;555;66;2694
FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE 1 serving,  1.75 fl oz pop;0;13;21;0;0;514
FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED 1 serving,  3.5 fl oz bar;0;16;124;431;188;3007
ICE CREAMS,BREYERS,ALL NAT LT VANILLA 1 serving,  1/2 cup;0;2;162;484;459;253
ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA 1 serving,  1/2 cup;0;3;173;482;556;2603
ICE CREAMS,BREYERS,98% FAT FREE VANILLA 1 serving,  1/2 cup;0;14;137;33;22;3051
ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY 1 serving,  1/2 cup;0;12;161;469;435;2606
ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP 1 serving,  1/2 cup;0;9;196;469;709;2839
ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN 1 serving,  1/2 cup;0;18;180;399;103;213
ICE CREAMS,BREYERS,NO SUGAR ADDED,FRENCH VANILLA 1 serving,  1/2 cup;0;15;154;45;705;2075
ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA 1 serving,  1/2 cup;0;2;143;368;62;2192
ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL 1 serving,  1/2 cup;0;7;153;353;568;2563
ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY 1 serving,  1/2 cup;0;15;143;371;626;217
FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE 1 serving,  1 cone;0;11;222;372;40;4475
FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE 1 serving,  1 cone;0;16;224;409;41;4532
FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH 1 serving,  1 sandwich;0;14;211;596;234;442
FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC SNDWCH 1 serving,  1 sandwich;0;1;212;621;243;4412
FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR MINT SNDWCH 1 serving,  1 sandwich;0;10;210;596;234;4416
FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR ;0;17;224;516;1193;2709
FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS 1 serving,  1 pop;0;12;57;178;86;1454
FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS 1 serving,  2 pops;0;13;49;137;233;1195
ICE CREAMS,BREYERS,ALL NAT LT FRENCH CHOC 1 serving,  1/2 cup;0;14;201;53;728;2968
ICE CREAMS,BREYERS,98% FAT FREE CHOC 1 serving,  1/2 cup;0;4;136;389;217;3018
ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL 1 serving,  1/2 cup;0;12;151;354;58;2517
CANDIES,REESE'S FAST BREAK,CANDY BAR 1 serving,  1 bar;0;6;495;893;2321;639
CANDIES,MASTERFOODS USA,COCOAVIA CHOC COVERED ALMONDS 1 serving, 1oz pack;0;1;510;951;3707;4382
ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA 1 individual,  (3.5 fl oz);0;3;190;317;127;1587
ICE CREAMS,REG,LO CARBOHYDRATE,CHOC 1 individual,  (3.5 fl oz);0;14;193;38;127;1587
CANDIES,CHOC,DK,45-59% CACAO SOL 1 oz;0;10;543;488;3064;6181
CANDIES,CHOC,DK,60-69% CACAO SOL 1 oz;0;1;578;612;3814;5259
CANDIES,CHOC,DK,70-85% CACAO SOL 1 oz;0;1;599;779;4272;4581
CANDIES,CHOC,DK,NFS 1 oz;0;13;547;509;3162;6055
AMARANTH,UNCKD 1 cup;0;5;371;1356;702;6525
AMARANTH GRAIN,CKD 1 cup;0;8;102;38;158;1869
ARROWROOT FLOUR 1 cup;0;17;357;3;1;8815
BARLEY,HULLED 1 cup;0;10;354;1248;23;7348
BARLEY,PEARLED,RAW 1 cup;0;1;352;991;116;7772
BARLEY,PEARLED,COOKED 1 cup;0;17;123;226;44;2822
BUCKWHEAT 1 cup;0;3;343;1325;34;715
BUCKWHEAT GROATS,RSTD,DRY 1 cup;0;14;346;1173;271;7495
BUCKWHEAT GROATS,RSTD,CKD 1 cup;0;4;92;338;62;1994
BUCKWHEAT FLR,WHOLE-GROAT 1 cup;0;2;335;1262;31;7059
BULGUR,DRY 1 cup;0;3;342;1229;133;7587
BULGUR,COOKED 1 cup;0;5;83;308;24;1858
CORN,YELLOW 1 cup;0;5;365;942;474;7426
CORN BRAN,CRUDE 1 cup;0;17;224;836;92;8564
CORN FLR,WHOLE-GRAIN,YEL 1 cup;0;10;361;693;386;7685
CORN FLR,MASA,ENR,WHITE 1 cup;0;8;365;934;378;7627
CORN FLR,DEGERMED,UNENR,YEL 1 cup;0;12;375;559;139;8275
CORNMEAL,WHOLE-GRAIN,YEL 1 cup;0;10;362;812;359;7689
CORNMEAL,DEGERMED,ENR,YEL 1 cup;0;0;369;725;179;7915
CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL 1 cup;0;7;334;828;34;7028
CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,YEL 1 cup;0;14;348;841;285;7343
CORNMEAL,SELF-RISING,DEGERMED,ENR,YEL 1 cup;0;3;355;841;172;7479
CORNSTARCH 1 cup;0;3;381;26;5;9127
COUSCOUS,DRY 1 cup;0;18;376;1276;64;7743
COUSCOUS,COOKED 1 cup, cooked;0;17;112;379;16;2322
HOMINY,CANNED,WHITE 1 cup;0;2;72;148;88;1426
MILLET,RAW 1 cup;0;0;378;1102;422;7285
MILLET,COOKED 1 cup;0;4;119;351;10;2367
OAT BRAN,RAW 1 cup;0;0;246;173;703;6622
OAT BRAN,COOKED 1 cup;0;1;40;321;86;1144
QUINOA,UNCKD 1 cup;0;3;368;1412;607;6416
RICE,BROWN,LONG-GRAIN,RAW 1 cup;0;9;370;794;292;7724
RICE,BROWN,LONG-GRAIN,CKD 1 cup;0;2;111;258;9;2296
OATS 1 cup;0;13;389;1689;69;6627
RICE,BROWN,MEDIUM-GRAIN,RAW 1 cup;0;18;362;75;268;7617
RICE,BROWN,MEDIUM-GRAIN,CKD 1 cup;0;8;112;232;83;2351
RICE,WHITE,LONG-GRAIN,REG,RAW,ENR 1 cup;0;1;365;713;66;7995
RICE,WHITE,LONG-GRAIN,REG,CKD 1 cup;0;17;130;269;28;2817
RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY 1 cup;0;7;374;811;104;8043
RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD 1 cup;0;11;123;291;37;2605
RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY 1 cup;0;0;380;782;94;8232
RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP 1 cup;0;4;117;218;5;251
RICE,WHITE,MEDIUM-GRAIN,RAW,ENR 1 cup;0;11;360;661;58;7934
RICE,WHITE,MEDIUM-GRAIN,CKD 1 cup;0;7;130;238;21;2859
RICE,WHITE,SHORT-GRAIN,RAW 1 cup;0;10;358;65;52;7915
RICE,WHITE,SHORT-GRAIN,CKD 1 cup;0;8;130;236;19;2873
RICE,WHITE,GLUTINOUS,RAW 1 cup;0;9;370;681;55;8168
RICE,WHITE,GLUTINOUS,CKD 1 cup;0;10;97;202;19;2109
RICE,WHITE,WITH PASTA,DRY 1 cup;0;18;368;937;244;7532
RICE,WHITE,W/PASTA,CKD 1 cup;0;5;122;254;282;2143
RICE,WHITE,STMD,CHINESE RESTAURANT 1 cup, loosely packed;0;7;151;32;27;3388
RICE BRAN,CRUDE 1 cup;0;1;316;1335;2085;4969
RICE FLOUR,WHITE 1 cup;0;5;366;595;142;8013
RYE 1 cup;0;11;335;1476;25;6976
RYE FLOUR,DARK 1 cup;0;15;324;1403;269;6874
RYE FLOUR,MEDIUM 1 cup;0;11;354;939;177;7749
RYE FLOUR,LIGHT 1 cup;0;7;367;839;136;8023
SEMOLINA,ENRICHED 1 cup;0;3;360;1268;105;7283
SORGHUM 1 cup;0;4;339;113;33;7463
TAPIOCA,PEARL,DRY 1 cup;0;2;358;19;2;8869
TRITICALE 1 cup;0;18;336;1305;209;7213
TRITICALE FLR,WHOLE-GRAIN 1 cup;0;11;338;1318;181;7314
WHEAT,HARD RED SPRING 1 cup;0;6;329;154;192;6803
WHEAT,HARD RED WINTER 1 cup;0;12;327;1261;154;7118
WHEAT,SOFT RED WINTER 1 cup;0;10;331;1035;156;7424
WHEAT,HARD WHITE 1 cup;0;0;342;1131;171;759
WHEAT,SOFT WHITE 1 cup;0;12;340;1069;199;7536
WHEAT,DURUM 1 cup;0;6;339;1368;247;7113
WHEAT BRAN,CRUDE 1 cup;0;12;216;1555;425;6451
WHEAT GERM,CRUDE 1 cup;0;2;360;2315;972;518
WHEAT FLOUR,WHOLE-GRAIN 1 cup;0;16;339;137;187;7257
WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED 1 cup;0;19;364;1033;98;7631
WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR 1 cup;0;2;354;989;97;7422
WHEAT FLR,WHITE,BREAD,ENR 1 cup;0;1;361;1198;166;7253
WHEAT FLR,WHITE,CAKE,ENR 1 cup,  unsifted, dipped;0;16;362;82;86;7803
WHEAT FLR,WHITE,TORTILLA MIX,ENR 1 cup;0;9;405;966;1063;6714
WHEAT,SPROUTED 1 cup;0;12;198;749;127;4253
WILD RICE,RAW 1 cup;0;19;357;1473;108;749
WILD RICE,COOKED 1 cup;0;4;101;399;34;2134
RICE FLOUR,BROWN 1 cup;0;5;363;723;278;7648
PASTA,CORN,DRY 1 cup;0;9;357;746;208;7926
PASTA,CORN,COOKED 1 cup;0;9;126;263;73;2791
PASTA,FRESH-REFRIGERATED,PLN,AS PURCHASED 4.5 oz;0;17;288;1131;23;5473
PASTA,FRESH-REFRIGERATED,PLN,CKD 2 oz;0;4;131;515;105;2493
PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED 4.5 oz;0;19;289;1126;21;5572
PASTA,FRESH-REFRIGERATED,SPINACH,CKD 2 oz;0;9;130;506;94;2504
PASTA,HOMEMADE,MADE W/EGG,CKD 2 oz;0;2;130;528;174;2354
PASTA,HOMEMADE,MADE WO/EGG,CKD 2 oz;0;6;124;437;98;2512
MACARONI,DRY,ENR 1 cup, elbow shaped;0;9;371;1304;151;7467
MACARONI,COOKED,ENRICHED 1 cup, elbow shaped;0;9;158;58;93;3086
MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 5.70) 1 cup, small shells;0;19;375;1986;223;6756
MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 5.70) 1 cup, small shells;0;16;164;808;21;3166
MACARONI,VEG,DRY,ENR 1 cup, spiral shaped;0;0;367;1314;104;7488
MACARONI,VEG,CKD,ENR 1 cup, spiral shaped;0;12;128;453;11;2661
MACARONI,WHOLE-WHEAT,DRY 1 cup, elbow shaped;0;2;348;1463;14;7503
MACARONI,WHOLE-WHEAT,CKD 1 cup, elbow shaped;0;4;124;533;54;2654
NOODLES,EGG,DRY,ENRICHED 1 cup;0;14;384;1416;444;7127
NOODLES,EGG,CKD,ENR 1 cup;0;0;138;454;207;2516
NOODLES,EGG,SPINACH,DRY,ENR 1 cup;0;7;382;1461;455;7032
NOODLES,EGG,SPINACH,CKD,ENR 1 cup;0;2;132;504;157;2425
NOODLES,CHINESE,CHOW MEIN 1 cup;0;13;527;838;3076;5754
NOODLES,JAPANESE,SOBA,DRY 2 oz;0;14;336;1438;71;7462
NOODLES,JAPANESE,SOBA,CKD 1 cup;0;16;99;506;1;2144
NOODLES,JAPANESE,SOMEN,DRY 2 oz;0;9;356;1135;81;741
NOODLES,JAPANESE,SOMEN,CKD 1 cup;0;18;131;40;18;2754
NOODLES,FLAT,CRUNCHY,CHINESE RESTAURANT 1 cup;0;11;521;1033;3172;519
SPAGHETTI,DRY,ENRICHED 2 oz;0;11;371;1304;151;7467
SPAGHETTI,CKD,ENR,WO/ SALT 1 cup;0;7;158;58;93;3086
SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70) 2 oz;0;13;375;1986;223;6756
SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70) 1 cup;0;11;164;808;21;3166
SPAGHETTI,WHOLE-WHEAT,DRY 2 oz;0;0;348;1463;14;7503
SPAGHETTI,WHOLE-WHEAT,CKD 1 cup;0;10;124;533;54;2654
SPAGHETTI,SPINACH,DRY 2 oz;0;15;372;1335;157;7481
SPAGHETTI,SPINACH,COOKED 1 cup;0;9;130;458;63;2615
WHEAT FLOURS,BREAD,UNENR ;0;3;361;1198;166;7253
BARLEY FLOUR OR MEAL 1 cup;0;10;345;105;16;7452
BARLEY MALT FLR 1 cup;0;0;361;1028;184;783
OAT FLR,PART DEBRANNED ;0;19;404;1466;912;657
RICE NOODLES,DRY 2 oz;0;17;364;344;56;8324
RICE NOODLES,COOKED 1 cup;0;1;109;91;2;249
QUINOA,CKD 1 cup;0;0;120;44;192;213
KAMUT,UNCKD 1 cup;0;6;337;147;22;7038
KAMUT,CKD 1 cup;0;18;146;645;91;3046
SPELT,UNCKD 1 cup;0;8;338;1457;243;7019
SPELT,CKD 1 cup;0;16;127;55;85;2644
TEFF,UNCKD 1 cup;0;10;367;133;238;7313
TEFF,CKD 1 cup;0;5;101;387;65;1986
MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 6.25) 1 cup, small shells;0;12;374;2178;223;6565
MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 6.25) 1 cup, small shells;0;0;164;886;21;3088
NOODLES,EGG,CKD,ENR,W/ SALT 1 cup;0;11;138;454;207;2516
CORN,WHITE 1 cup;0;4;365;942;474;7426
CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO) 1 tbsp;0;4;364;875;509;7389
CORN FLR,WHOLE-GRAIN,WHITE 1 cup;0;4;361;693;386;7685
CORN FLR,MASA,ENR,YEL 1 cup;0;3;365;934;378;7627
CORNMEAL,WHOLE-GRAIN,WHITE 1 cup;0;9;362;812;359;7689
SPAGHETTI,CKD,ENR,W/ SALT 1 cup;0;5;157;58;93;3059
CORNMEAL,DEGERMED,ENR,WHITE 1 cup;0;17;369;725;179;7915
CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE 1 cup;0;12;334;828;34;7028
CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,WHITE 1 cup;0;9;348;841;285;7343
CORNMEAL,SELF-RISING,DEGERMED,ENR,WHITE 1 cup;0;4;355;841;172;7479
HOMINY,CANNED,YELLOW 1 cup;0;10;72;148;88;1426
RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT 1 cup;0;8;130;269;28;2817
WHEAT FLR,WHITE,ALL-PURPOSE,ENR,CALCIUM-FORTIFIED 1 cup;0;4;364;1033;98;7631
MACARONI,CKD,UNENR 1 cup, elbow shaped;0;14;158;58;93;3086
NOODLES,EGG,DRY,UNENR 1 cup;0;4;384;1416;444;7127
NOODLES,EGG,CKD,UNENR,WO/ SALT 1 cup;0;19;138;454;207;2516
SPAGHETTI,DRY,UNENRICHED 2 oz;0;2;371;1304;151;7467
SPAGHETTI,CKD,UNENR,WO/ SALT 1 cup;0;7;158;58;93;3086
CORNMEAL,DEGERMED,UNENR,YEL 1 cup;0;5;369;725;179;7915
RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR 1 cup;0;4;365;713;66;7995
RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,WO/SALT 1 cup;0;18;130;269;28;2817
RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY 1 cup;0;5;374;811;104;8043
RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD 1 cup;0;1;123;291;37;2605
RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR 1 cup;0;6;360;661;58;7934
RICE,WHITE,MEDIUM-GRAIN,CKD,UNENR 1 cup;0;2;130;238;21;2859
RICE,WHITE,SHORT-GRAIN,RAW,UNENR 1 cup;0;13;358;65;52;7915
RICE,WHITE,SHORT-GRAIN,CKD,UNENR 1 cup;0;19;130;236;19;2873
SEMOLINA,UNENRICHED 1 cup;0;9;360;1268;105;7283
WHEAT FLR,WHITE,ALL-PURPOSE,UNENR 1 cup;0;12;364;1033;98;7631
MACARONI,DRY,UNENRICHED 1 cup, elbow shaped;0;6;371;1304;151;7467
NOODLES,EGG,CKD,UNENR,W/ SALT 1 cup;0;5;138;454;207;2516
SPAGHETTI,CKD,UNENR,W/ SALT 1 cup;0;7;157;58;93;3059
CORNMEAL,DEGERMED,UNENR,WHITE 1 cup;0;13;369;725;179;7915
SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25) 1 cup;0;11;164;886;21;3088
RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT 1 cup;0;8;130;269;28;2817
WHEAT FLR,WHITE,ALL-PURPOSE,ENR,UNBLEACHED 1 cup;0;6;364;1033;98;7631
SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25) 2 oz;0;15;374;2178;223;6565
WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,ENR ;0;9;367;889;143;7732
WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,UNENR ;0;10;367;889;143;7732
WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,ENR ;0;6;366;971;148;7622
WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,UNENR ;0;15;366;971;148;7622
WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,UNBLEACHED,ENR ;0;19;366;971;148;7622
WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,ENR ;0;0;363;115;145;7381
WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,UNENR ;0;17;363;115;145;7381
WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,UNBLEACHED,ENR ;0;13;363;115;145;7381
WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,ENR ;0;15;362;1307;138;722
WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,UNENR ;0;12;362;1307;138;722
WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,ENR ;0;7;362;1533;141;6988
WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,UNENR ;0;6;362;1533;141;6988
FAST FOODS  BISCUIT  W/ EGG 1 biscuit;0;19;274;853;1623;2346
FAST FOODS,BISCUIT,W/EGG&BACON 1 biscuit;0;2;305;1133;2073;1906
FAST FOODS,BISCUIT,W/EGG&HAM 1 biscuit;0;15;230;1064;1408;1637
BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE 1 item;0;13;312;1113;2077;2105
FAST FOODS,BISCUIT W/ EGG & STEAK 1 biscuit;0;15;277;1212;1921;1437
FAST FOODS,BISCUIT,W/EGG,CHS,&BACON 1 item;0;2;301;1201;1748;2444
FAST FOODS,BISCUIT,W/HAM 1 biscuit;0;7;342;1185;163;3875
FAST FOODS,BISCUIT,W/SAUSAGE 1 item;0;6;371;967;2442;2999
FAST FOODS,CROISSANT,W/EGG&CHS 1 croissant;0;5;290;1007;1945;1914
FAST FOODS,CROISSANT,W/EGG,CHS,&BACON 1 croissant;0;5;320;1258;2198;1833
FAST FOODS,CROISSANT,W/EGG,CHS,&HAM 1 croissant;0;6;312;1245;2209;1592
FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE 1 croissant;0;5;327;1269;2385;1545
FAST FOODS,DANISH PASTRY,CHS 1 pastry;0;13;388;641;2706;3153
FAST FOODS,DANISH PASTRY,CINN 1 pastry;0;5;397;546;190;5324
FAST FOODS,DANISH PASTRY,FRUIT 1 pastry;0;9;356;506;1695;4794
FAST FOODS,EGG,SCRAMBLED 2 eggs;0;13;212;1384;1618;208
FAST FOODS,ENG MUFFIN,W/BUTTER 1 muffin;0;3;300;773;914;4819
FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE 1 item;0;13;338;1328;2067;2528
FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON 1 sandwich;0;17;221;1353;905;2147
FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE 1 item;0;3;286;1338;181;1744
FAST FOODS,FRENCH TOAST W/ BUTTER 2 slices;0;14;264;766;139;267
FAST FOODS,FRENCH TOAST STKS 3 pieces;0;17;340;60;1774;4121
FAST FOODS,PANCAKES W/BUTTER&SYRUP 2 cakes;0;11;224;356;603;3918
FAST FOODS,POTATOES,HASHED BROWN .5 cup;0;0;327;261;2165;322
"FAST FOODS,BROWNIE 1 brownie,  (2"" square)";0;19;405;457;1684;6495
FAST FOODS,ICE MILK,VANILLA,SOFT-SERVE,W/CONE 1 cone;0;7;159;378;594;2341
FAST FOODS,COOKIES,ANIMAL CRACKERS 1 box;0;18;446;618;1343;7533
FAST FOODS,COOKIES,CHOC CHIP 1 box;0;6;423;525;2208;6586
FAST FOODS,SUNDAE,CARAMEL 1 sundae;0;7;196;471;598;3181
FAST FOODS,SUNDAE,HOT FUDGE 1 sundae;0;17;180;357;546;3017
FAST FOODS,SUNDAE,STRAWBERRY 1 sundae;0;4;175;409;513;2918
FAST FOODS,CHICK,BREADED&FRIED,DK MEAT (DRUMSTK OR THIGH) 2 pieces;0;15;291;2032;1804;1061
FAST FOODS,CHICK,BREADED&FRIED,LT MEAT (BREAST OR WING) 2 pieces;0;11;303;2191;1811;1201
FAST FOODS,CHILI CON CARNE 1 cup,  (8 fl oz);0;15;101;973;327;867
FAST FOODS,CLAMS,BREADED&FRIED .75 cup;0;14;392;1115;2296;3375
ENTREES,CRAB CAKE 1 cake;0;17;266;1875;1725;852
ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED 1 fillet;0;6;232;1466;1229;1697
FAST FOODS,OYSTERS,BATTERED OR BREADED,&FRIED 6 pieces;0;7;265;902;129;2869
FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG 1.5 cup;0;9;16;125;7;322
FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHS&EGG 1.5 cup;0;5;47;404;267;219
FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHICK 1.5 cup;0;7;48;80;10;171
FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/PASTA&SEAFOOD 1.5 cup;0;17;91;394;50;767
FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/SHRIMP 1.5 cup;0;7;45;615;105;28
FAST FOODS,SALAD,VEG TOSSED,WO/DRSNG,W/TURKEY,HAM&CHS 1.5 cup;0;17;82;798;493;145
FAST FOODS,SCALLOPS,BREADED&FRIED 6 pieces;0;12;268;1094;1347;2673
FAST FOODS,SHRIMP,BREADED&FRIED 1 ,  6-8 shrimp;0;15;277;1151;1518;2439
FAST FOODS,BURRITO,W/BNS 2 pieces;0;9;206;648;622;3292
FAST FOODS,BURRITO,W/BNS&CHS 2 pieces;0;12;203;81;629;2955
FAST FOODS,BURRITO,W/BNS&CHILI PEPPERS 2 pieces;0;6;202;803;719;2847
FAST FOODS,BURRITO,W/BNS&MEAT 2 pieces;0;15;220;973;771;2858
FAST FOODS,BURRITO,W/BNS,CHS,&BF 2 pieces;0;15;163;718;655;1955
FAST FOODS,BURRITO,W/BNS,CHS,&CHILI PEPPERS 2 pieces;0;3;197;991;684;2535
FAST FOODS,BURRITO,W/BF 2 pieces;0;5;238;1209;946;266
FAST FOODS,BURRITO,W/BF&CHILI PEPPERS 2 pieces;0;4;212;107;823;246
FAST FOODS,BURRITO,W/BF,CHS,&CHILI PEPPERS 2 pieces;0;3;208;1346;815;2096
FAST FOODS,BURRITO,W/FRUIT (APPL OR CHERRY) 1 burrito,  large;0;6;312;338;1287;4727
FAST FOODS,CHIMICHANGA,W/BF 1 chimichanga;0;4;244;1127;1131;246
FAST FOODS,CHIMICHANGA,W/BF&CHS 1 chimichanga;0;4;242;1096;1281;2149
FAST FOODS,CHIMICHANGA,W/BF&RED CHILI PEPPERS 1 chimichanga;0;12;223;953;1007;2409
FAST FOODS,CHIMICHANGA,W/BF,CHS,&RED CHILI PEPPERS 1 chimichanga;0;3;202;815;975;2126
FAST FOODS,ENCHILADA,W/CHS 1 enchilada;0;18;196;591;1156;1751
FAST FOODS,ENCHILADA,W/CHS&BF 1 enchilada;0;1;168;621;919;1587
FAST FOODS,ENCHIRITO,W/CHS,BF,&BNS 1 enchirito;0;12;178;927;833;1751
FAST FOODS,FRIJOLES W/CHS 1 cup;0;11;135;681;466;1719
FAST FOODS,NACHOS,W/CHS 1 portion,  (6-8 nachos);0;13;306;805;1677;3215
FAST FOODS,NACHOS,W/CHS&JALAPENO PEPPERS 1 portion,  (6-8 nachos);0;11;298;824;1674;2945
FAST FOODS,NACHOS,W/CHS,BNS,GROUND BF,&PEPPERS 1 portion,  (6-8 nachos);0;1;223;776;1204;2189
FAST FOODS,NACHOS,W/CINN&SUGAR 1 portion,  (6-8 nachos);0;1;543;66;3301;5816
FAST FOODS,TACO 1 large;0;3;217;1208;1202;1563
FAST FOODS,TACO SALAD 1.5 cup;0;5;141;668;746;1191
